repository,issue_number,issue_url,state,decision,decision_provenance
labring/FastGPT,1649,https://github.com/labring/FastGPT/issues/1649,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1659,https://github.com/labring/FastGPT/issues/1659,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1668,https://github.com/labring/FastGPT/issues/1668,closed,Include,Present in released 654-issue dataset
labring/FastGPT,1671,https://github.com/labring/FastGPT/issues/1671,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1689,https://github.com/labring/FastGPT/issues/1689,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1700,https://github.com/labring/FastGPT/issues/1700,closed,Include,Present in released 654-issue dataset
labring/FastGPT,1704,https://github.com/labring/FastGPT/issues/1704,closed,Include,Present in released 654-issue dataset
labring/FastGPT,1710,https://github.com/labring/FastGPT/issues/1710,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1719,https://github.com/labring/FastGPT/issues/1719,closed,Include,Present in released 654-issue dataset
labring/FastGPT,1725,https://github.com/labring/FastGPT/issues/1725,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1730,https://github.com/labring/FastGPT/issues/1730,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1735,https://github.com/labring/FastGPT/issues/1735,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1738,https://github.com/labring/FastGPT/issues/1738,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1760,https://github.com/labring/FastGPT/issues/1760,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1765,https://github.com/labring/FastGPT/issues/1765,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1772,https://github.com/labring/FastGPT/issues/1772,closed,Include,Present in released 654-issue dataset
labring/FastGPT,1778,https://github.com/labring/FastGPT/issues/1778,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1792,https://github.com/labring/FastGPT/issues/1792,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1797,https://github.com/labring/FastGPT/issues/1797,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1808,https://github.com/labring/FastGPT/issues/1808,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1811,https://github.com/labring/FastGPT/issues/1811,closed,Include,Present in released 654-issue dataset
labring/FastGPT,1812,https://github.com/labring/FastGPT/issues/1812,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1817,https://github.com/labring/FastGPT/issues/1817,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1818,https://github.com/labring/FastGPT/issues/1818,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1823,https://github.com/labring/FastGPT/issues/1823,closed,Include,Present in released 654-issue dataset
labring/FastGPT,1830,https://github.com/labring/FastGPT/issues/1830,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1839,https://github.com/labring/FastGPT/issues/1839,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1859,https://github.com/labring/FastGPT/issues/1859,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1861,https://github.com/labring/FastGPT/issues/1861,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1865,https://github.com/labring/FastGPT/issues/1865,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1873,https://github.com/labring/FastGPT/issues/1873,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1879,https://github.com/labring/FastGPT/issues/1879,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1912,https://github.com/labring/FastGPT/issues/1912,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1927,https://github.com/labring/FastGPT/issues/1927,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1932,https://github.com/labring/FastGPT/issues/1932,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1933,https://github.com/labring/FastGPT/issues/1933,closed,Include,Present in released 654-issue dataset
labring/FastGPT,1967,https://github.com/labring/FastGPT/issues/1967,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1968,https://github.com/labring/FastGPT/issues/1968,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1972,https://github.com/labring/FastGPT/issues/1972,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1974,https://github.com/labring/FastGPT/issues/1974,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,1998,https://github.com/labring/FastGPT/issues/1998,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2001,https://github.com/labring/FastGPT/issues/2001,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2022,https://github.com/labring/FastGPT/issues/2022,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2046,https://github.com/labring/FastGPT/issues/2046,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2047,https://github.com/labring/FastGPT/issues/2047,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2054,https://github.com/labring/FastGPT/issues/2054,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2057,https://github.com/labring/FastGPT/issues/2057,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2071,https://github.com/labring/FastGPT/issues/2071,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2073,https://github.com/labring/FastGPT/issues/2073,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2105,https://github.com/labring/FastGPT/issues/2105,closed,Include,Present in released 654-issue dataset
labring/FastGPT,2127,https://github.com/labring/FastGPT/issues/2127,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2177,https://github.com/labring/FastGPT/issues/2177,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2178,https://github.com/labring/FastGPT/issues/2178,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2182,https://github.com/labring/FastGPT/issues/2182,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2186,https://github.com/labring/FastGPT/issues/2186,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2201,https://github.com/labring/FastGPT/issues/2201,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2217,https://github.com/labring/FastGPT/issues/2217,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2218,https://github.com/labring/FastGPT/issues/2218,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2220,https://github.com/labring/FastGPT/issues/2220,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2245,https://github.com/labring/FastGPT/issues/2245,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2258,https://github.com/labring/FastGPT/issues/2258,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2265,https://github.com/labring/FastGPT/issues/2265,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2282,https://github.com/labring/FastGPT/issues/2282,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2285,https://github.com/labring/FastGPT/issues/2285,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2289,https://github.com/labring/FastGPT/issues/2289,closed,Include,Present in released 654-issue dataset
labring/FastGPT,2354,https://github.com/labring/FastGPT/issues/2354,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2390,https://github.com/labring/FastGPT/issues/2390,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2400,https://github.com/labring/FastGPT/issues/2400,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2406,https://github.com/labring/FastGPT/issues/2406,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2409,https://github.com/labring/FastGPT/issues/2409,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2416,https://github.com/labring/FastGPT/issues/2416,closed,Include,Present in released 654-issue dataset
labring/FastGPT,2425,https://github.com/labring/FastGPT/issues/2425,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2441,https://github.com/labring/FastGPT/issues/2441,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2455,https://github.com/labring/FastGPT/issues/2455,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2494,https://github.com/labring/FastGPT/issues/2494,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2502,https://github.com/labring/FastGPT/issues/2502,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2512,https://github.com/labring/FastGPT/issues/2512,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2519,https://github.com/labring/FastGPT/issues/2519,closed,Include,Present in released 654-issue dataset
labring/FastGPT,2526,https://github.com/labring/FastGPT/issues/2526,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2552,https://github.com/labring/FastGPT/issues/2552,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2557,https://github.com/labring/FastGPT/issues/2557,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2662,https://github.com/labring/FastGPT/issues/2662,closed,Include,Present in released 654-issue dataset
labring/FastGPT,2679,https://github.com/labring/FastGPT/issues/2679,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2693,https://github.com/labring/FastGPT/issues/2693,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2720,https://github.com/labring/FastGPT/issues/2720,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2723,https://github.com/labring/FastGPT/issues/2723,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2751,https://github.com/labring/FastGPT/issues/2751,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2770,https://github.com/labring/FastGPT/issues/2770,closed,Include,Present in released 654-issue dataset
labring/FastGPT,2780,https://github.com/labring/FastGPT/issues/2780,closed,Include,Present in released 654-issue dataset
labring/FastGPT,2808,https://github.com/labring/FastGPT/issues/2808,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2841,https://github.com/labring/FastGPT/issues/2841,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2855,https://github.com/labring/FastGPT/issues/2855,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2859,https://github.com/labring/FastGPT/issues/2859,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2881,https://github.com/labring/FastGPT/issues/2881,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2895,https://github.com/labring/FastGPT/issues/2895,closed,Include,Present in released 654-issue dataset
labring/FastGPT,2899,https://github.com/labring/FastGPT/issues/2899,closed,Include,Present in released 654-issue dataset
labring/FastGPT,2911,https://github.com/labring/FastGPT/issues/2911,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2918,https://github.com/labring/FastGPT/issues/2918,closed,Include,Present in released 654-issue dataset
labring/FastGPT,2921,https://github.com/labring/FastGPT/issues/2921,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2929,https://github.com/labring/FastGPT/issues/2929,closed,Include,Present in released 654-issue dataset
labring/FastGPT,2941,https://github.com/labring/FastGPT/issues/2941,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,2942,https://github.com/labring/FastGPT/issues/2942,closed,Include,Present in released 654-issue dataset
labring/FastGPT,2986,https://github.com/labring/FastGPT/issues/2986,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3008,https://github.com/labring/FastGPT/issues/3008,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3017,https://github.com/labring/FastGPT/issues/3017,closed,Include,Present in released 654-issue dataset
labring/FastGPT,3045,https://github.com/labring/FastGPT/issues/3045,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3054,https://github.com/labring/FastGPT/issues/3054,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3105,https://github.com/labring/FastGPT/issues/3105,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3125,https://github.com/labring/FastGPT/issues/3125,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3166,https://github.com/labring/FastGPT/issues/3166,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3182,https://github.com/labring/FastGPT/issues/3182,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3219,https://github.com/labring/FastGPT/issues/3219,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3261,https://github.com/labring/FastGPT/issues/3261,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3262,https://github.com/labring/FastGPT/issues/3262,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3298,https://github.com/labring/FastGPT/issues/3298,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3306,https://github.com/labring/FastGPT/issues/3306,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3321,https://github.com/labring/FastGPT/issues/3321,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3419,https://github.com/labring/FastGPT/issues/3419,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3441,https://github.com/labring/FastGPT/issues/3441,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3474,https://github.com/labring/FastGPT/issues/3474,closed,Include,Present in released 654-issue dataset
labring/FastGPT,3506,https://github.com/labring/FastGPT/issues/3506,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3525,https://github.com/labring/FastGPT/issues/3525,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3545,https://github.com/labring/FastGPT/issues/3545,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3550,https://github.com/labring/FastGPT/issues/3550,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3579,https://github.com/labring/FastGPT/issues/3579,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3603,https://github.com/labring/FastGPT/issues/3603,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3622,https://github.com/labring/FastGPT/issues/3622,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3623,https://github.com/labring/FastGPT/issues/3623,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3624,https://github.com/labring/FastGPT/issues/3624,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3650,https://github.com/labring/FastGPT/issues/3650,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3671,https://github.com/labring/FastGPT/issues/3671,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3680,https://github.com/labring/FastGPT/issues/3680,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3694,https://github.com/labring/FastGPT/issues/3694,closed,Include,Present in released 654-issue dataset
labring/FastGPT,3695,https://github.com/labring/FastGPT/issues/3695,closed,Include,Present in released 654-issue dataset
labring/FastGPT,3704,https://github.com/labring/FastGPT/issues/3704,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3705,https://github.com/labring/FastGPT/issues/3705,closed,Include,Present in released 654-issue dataset
labring/FastGPT,3708,https://github.com/labring/FastGPT/issues/3708,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3713,https://github.com/labring/FastGPT/issues/3713,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3719,https://github.com/labring/FastGPT/issues/3719,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3722,https://github.com/labring/FastGPT/issues/3722,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3727,https://github.com/labring/FastGPT/issues/3727,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3740,https://github.com/labring/FastGPT/issues/3740,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3756,https://github.com/labring/FastGPT/issues/3756,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3758,https://github.com/labring/FastGPT/issues/3758,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3759,https://github.com/labring/FastGPT/issues/3759,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3761,https://github.com/labring/FastGPT/issues/3761,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3765,https://github.com/labring/FastGPT/issues/3765,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3783,https://github.com/labring/FastGPT/issues/3783,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3791,https://github.com/labring/FastGPT/issues/3791,closed,Include,Present in released 654-issue dataset
labring/FastGPT,3793,https://github.com/labring/FastGPT/issues/3793,closed,Include,Present in released 654-issue dataset
labring/FastGPT,3811,https://github.com/labring/FastGPT/issues/3811,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3832,https://github.com/labring/FastGPT/issues/3832,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3835,https://github.com/labring/FastGPT/issues/3835,closed,Include,Present in released 654-issue dataset
labring/FastGPT,3839,https://github.com/labring/FastGPT/issues/3839,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3846,https://github.com/labring/FastGPT/issues/3846,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3884,https://github.com/labring/FastGPT/issues/3884,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3885,https://github.com/labring/FastGPT/issues/3885,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3892,https://github.com/labring/FastGPT/issues/3892,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3894,https://github.com/labring/FastGPT/issues/3894,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3951,https://github.com/labring/FastGPT/issues/3951,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3953,https://github.com/labring/FastGPT/issues/3953,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3972,https://github.com/labring/FastGPT/issues/3972,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3975,https://github.com/labring/FastGPT/issues/3975,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,3991,https://github.com/labring/FastGPT/issues/3991,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4002,https://github.com/labring/FastGPT/issues/4002,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4023,https://github.com/labring/FastGPT/issues/4023,closed,Include,Present in released 654-issue dataset
labring/FastGPT,4030,https://github.com/labring/FastGPT/issues/4030,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4031,https://github.com/labring/FastGPT/issues/4031,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4034,https://github.com/labring/FastGPT/issues/4034,closed,Include,Present in released 654-issue dataset
labring/FastGPT,4036,https://github.com/labring/FastGPT/issues/4036,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4041,https://github.com/labring/FastGPT/issues/4041,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4042,https://github.com/labring/FastGPT/issues/4042,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4049,https://github.com/labring/FastGPT/issues/4049,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4058,https://github.com/labring/FastGPT/issues/4058,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4060,https://github.com/labring/FastGPT/issues/4060,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4062,https://github.com/labring/FastGPT/issues/4062,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4063,https://github.com/labring/FastGPT/issues/4063,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4068,https://github.com/labring/FastGPT/issues/4068,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4069,https://github.com/labring/FastGPT/issues/4069,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4072,https://github.com/labring/FastGPT/issues/4072,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4092,https://github.com/labring/FastGPT/issues/4092,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4093,https://github.com/labring/FastGPT/issues/4093,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4111,https://github.com/labring/FastGPT/issues/4111,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4148,https://github.com/labring/FastGPT/issues/4148,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4197,https://github.com/labring/FastGPT/issues/4197,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4203,https://github.com/labring/FastGPT/issues/4203,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4210,https://github.com/labring/FastGPT/issues/4210,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4214,https://github.com/labring/FastGPT/issues/4214,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4233,https://github.com/labring/FastGPT/issues/4233,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4255,https://github.com/labring/FastGPT/issues/4255,closed,Include,Present in released 654-issue dataset
labring/FastGPT,4260,https://github.com/labring/FastGPT/issues/4260,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4287,https://github.com/labring/FastGPT/issues/4287,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4299,https://github.com/labring/FastGPT/issues/4299,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4312,https://github.com/labring/FastGPT/issues/4312,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4318,https://github.com/labring/FastGPT/issues/4318,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4319,https://github.com/labring/FastGPT/issues/4319,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4393,https://github.com/labring/FastGPT/issues/4393,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4396,https://github.com/labring/FastGPT/issues/4396,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4448,https://github.com/labring/FastGPT/issues/4448,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4474,https://github.com/labring/FastGPT/issues/4474,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4477,https://github.com/labring/FastGPT/issues/4477,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4481,https://github.com/labring/FastGPT/issues/4481,closed,Include,Present in released 654-issue dataset
labring/FastGPT,4490,https://github.com/labring/FastGPT/issues/4490,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4496,https://github.com/labring/FastGPT/issues/4496,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4544,https://github.com/labring/FastGPT/issues/4544,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4573,https://github.com/labring/FastGPT/issues/4573,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4624,https://github.com/labring/FastGPT/issues/4624,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4642,https://github.com/labring/FastGPT/issues/4642,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4653,https://github.com/labring/FastGPT/issues/4653,closed,Include,Present in released 654-issue dataset
labring/FastGPT,4664,https://github.com/labring/FastGPT/issues/4664,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4685,https://github.com/labring/FastGPT/issues/4685,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4738,https://github.com/labring/FastGPT/issues/4738,closed,Include,Present in released 654-issue dataset
labring/FastGPT,4764,https://github.com/labring/FastGPT/issues/4764,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4770,https://github.com/labring/FastGPT/issues/4770,closed,Include,Present in released 654-issue dataset
labring/FastGPT,4808,https://github.com/labring/FastGPT/issues/4808,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4816,https://github.com/labring/FastGPT/issues/4816,closed,Exclude,Absent from final dataset; criterion-level exclusion reason was not retained
labring/FastGPT,4829,https://github.com/labring/FastGPT/issues/4829,closed,Include,Present in released 654-issue dataset
labring/FastGPT,4840,https://github.com/labring/FastGPT/issues/4840,closed,Include,Present in released 654-issue dataset
labring/FastGPT,4846,https://github.com/labring/FastGPT/issues/4846,closed,Include,Present in released 654-issue dataset
